,star_id,planet_id,transit_period,transit_t0_BRJD,transit_rp_rstar,transit_a_rstar,transit_inc,transit_ecc,transit_w,transit_limb1_F146,transit_limb2_F146,transit_limb1_F087,transit_limb2_F087,transit_limb1_F213,transit_limb2_F213,transit_fp_fstar_F146,transit_fp_fstar_F087,transit_fp_fstar_F213,transit_t0_sec,planet_n_transits,planet_est_transit_snr,planet_radius,planet_sma,planet_impact,planet_teff_eq,star_n_planets,star_mass,star_radius,star_teff,star_logg,star_met,star_Mbol,star_dist,star_Av,F146,F062,F087,F106,F129,F158,F184,F213
67,372100,372100.02,36.166732,130.909131,0.197787,62.741853,89.1557,0.209,107.3,0.1271,0.3347,0.465,0.158,0.1182,0.2758,0.0,0.0,0.0,147.532368,2.0,14.6,14.02,0.1897,0.9245,423.0,2,0.695,0.65,4864.0,4.66,-0.982,6.427,8.818,1.6231951568843177,21.1901,22.4524,21.7727,21.5059,21.2391,21.0768,21.1978,21.3187
68,375998,375998.01,1.409309,106.29488,0.062445,5.878847,85.1994,0.0569,49.3,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,2.2e-05,2e-06,7.2e-05,105.623765,49.0,9.5,5.79,0.0232,0.492,1650.0,2,0.842,0.85,5808.0,4.51,-0.148,5.074,8.8563,1.8816797479673089,20.3694,21.2789,20.634,20.4799,20.3258,20.3053,20.4449,20.5845
69,375998,375998.02,286.203324,155.99338,0.145537,203.113039,89.735,0.2763,142.6,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,258.904198,1.0,17.8,13.49,0.803,0.9395,281.0,2,0.842,0.85,5808.0,4.51,-0.148,5.074,8.8563,1.8816797479673089,20.3694,21.2789,20.634,20.4799,20.3258,20.3053,20.4449,20.5845
70,382588,382588.01,16.711303,112.373003,0.188663,37.00568,89.9651,0.027,286.5,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,0.0,104.100557,4.0,18.6,13.66,0.1143,0.0226,565.0,1,0.712,0.664,4989.0,4.65,-1.207,6.272,8.9236,1.831735349094611,21.0709,22.3567,21.6259,21.3697,21.1136,20.9658,21.0808,21.1958
71,393863,393863.01,38.646578,110.233278,0.07412,48.136259,89.8115,0.1783,7.9,0.0843,0.2749,0.2854,0.2544,0.0821,0.2291,0.0,0.0,0.0,95.235815,2.0,6.5,7.75,0.2145,0.1584,593.0,1,0.88,0.958,5970.0,4.42,-0.897,4.696,9.0375,1.6223190016657791,19.7588,20.5054,19.9485,19.8205,19.6925,19.7041,19.8524,20.0008
72,437847,437847.01,10.414015,108.243048,0.157756,26.998541,89.851,0.0653,175.9,0.0755,0.3776,0.4143,0.1988,0.0774,0.3097,0.0,0.0,1e-06,113.019367,7.0,18.8,11.43,0.0834,0.0702,661.0,1,0.712,0.664,4989.0,4.65,-0.198,6.272,9.4873,1.831735349094611,21.1011,22.3627,21.6559,21.4012,21.1466,20.9868,21.1128,21.2388
73,471656,471656.01,31.158661,106.225791,0.150123,53.879703,89.8173,0.031,200.8,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,121.231678,3.0,11.6,11.5,0.1759,0.1718,490.0,1,0.747,0.702,5224.0,4.62,-0.422,5.952,9.8379,2.0319512311014942,21.0228,22.3039,21.5428,21.3041,21.0655,20.9138,21.0346,21.1553
74,473897,473897.01,24.810196,109.465444,0.096429,36.818084,89.5077,0.0737,74.9,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,97.36555,3.0,9.5,9.95,0.162,0.3164,607.0,1,0.92,0.946,5347.0,4.5,0.378,5.202,9.8612,2.1949280094386063,20.2946,21.5858,20.8008,20.5608,20.3208,20.1961,20.3176,20.4391
75,490298,490298.01,0.577446,105.391071,0.133562,3.793598,78.0458,0.1705,320.6,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.000131,9e-06,0.0004,105.151071,121.0,27.5,9.91,0.012,0.7858,1520.0,2,0.69,0.68,4299.0,4.61,0.217,6.865,10.0344,1.970177901151232,21.4791,23.3299,22.3708,21.9955,21.6201,21.3112,21.4219,21.5327
76,490298,490298.02,25.404592,122.43425,0.182656,47.277211,89.8702,0.0322,191.3,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,134.627432,3.0,15.2,13.55,0.1495,0.1071,431.0,2,0.69,0.68,4299.0,4.61,0.217,6.865,10.0344,1.970177901151232,21.4791,23.3299,22.3708,21.9955,21.6201,21.3112,21.4219,21.5327
77,539416,539416.01,18.086914,120.995151,0.168287,30.620834,88.2752,0.0599,242.6,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,1e-06,129.722332,3.0,22.5,16.85,0.1307,0.9216,649.0,1,0.91,0.918,5213.0,4.54,0.272,5.377,10.559,1.743675273519957,20.5481,21.6761,21.0075,20.7873,20.5671,20.4458,20.5801,20.7145
78,540995,540995.01,4.656007,109.261303,0.122971,13.569596,87.267,0.0309,281.2,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,5e-06,0.0,3e-05,106.95169,15.0,19.1,10.88,0.0512,0.647,1066.0,1,0.824,0.811,5702.0,4.54,-0.505,5.258,10.5753,2.0459707591322287,20.6288,21.6761,20.9617,20.7856,20.6096,20.5553,20.6847,20.814
79,569879,569879.01,1.238434,105.266078,0.069081,4.942563,82.7143,0.0113,256.5,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,4.1e-05,4e-06,0.000122,105.883478,57.0,12.2,7.47,0.0228,0.6268,1782.0,1,1.03,0.992,5754.0,4.46,0.187,4.781,10.896,1.9907690111346528,20.4371,21.4102,20.7295,20.5645,20.3995,20.3711,20.5077,20.6442
80,639766,639766.01,3.871445,107.933401,0.082205,10.570835,86.0451,0.0404,319.9,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,5e-06,0.0,2.4e-05,106.074371,18.0,9.7,8.72,0.0478,0.7291,1163.0,1,0.97,0.972,5490.0,4.49,-0.043,5.028,11.7379,1.77960014436192,20.6163,21.6051,20.9538,20.78,20.6062,20.5338,20.6677,20.8015
81,641009,641009.01,11.618797,112.124849,0.071403,24.96502,87.8176,0.111,225.6,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,117.3593,6.0,3.9,6.32,0.0942,0.9507,786.0,1,0.824,0.811,5702.0,4.54,-0.254,5.258,11.753,1.8422498384375443,20.9538,21.8851,21.236,21.0781,20.9202,20.8842,21.0221,21.1601
82,643928,643928.01,18.620311,105.924584,0.09118,27.298479,88.7783,0.0583,45.0,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,97.105211,4.0,9.7,10.81,0.138,0.582,758.0,1,1.01,1.087,5754.0,4.42,0.068,4.581,11.792,1.8983279505604824,20.3892,21.3109,20.6593,20.5046,20.3499,20.3222,20.4619,20.6017
83,658375,658375.01,18.100533,120.983079,0.218519,33.549447,89.6798,0.08,88.6,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,3e-06,111.956224,3.0,25.8,19.33,0.1266,0.1875,678.0,4,0.824,0.811,5702.0,4.54,-0.694,5.258,11.9867,1.7011786118184842,21.0756,21.941,21.3265,21.1811,21.0358,21.0084,21.149,21.2896
84,658375,658375.02,24.44355,125.073034,0.162934,40.989,89.3149,0.0366,284.8,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,112.998618,3.0,15.1,14.41,0.1546,0.4901,613.0,4,0.824,0.811,5702.0,4.54,-0.694,5.258,11.9867,1.7011786118184842,21.0756,21.941,21.3265,21.1811,21.0358,21.0084,21.149,21.2896
85,658375,658375.03,205.876719,172.783026,0.11471,169.679467,89.9507,0.0632,163.2,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,267.799128,1.0,6.1,10.15,0.64,0.1459,301.0,4,0.824,0.811,5702.0,4.54,-0.694,5.258,11.9867,1.7011786118184842,21.0756,21.941,21.3265,21.1811,21.0358,21.0084,21.149,21.2896
86,658375,658375.04,251.733414,120.137542,0.081398,194.022328,89.9861,0.0932,354.7,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,9.128178,1.0,3.2,7.2,0.7319,0.047,282.0,4,0.824,0.811,5702.0,4.54,-0.694,5.258,11.9867,1.7011786118184842,21.0756,21.941,21.3265,21.1811,21.0358,21.0084,21.149,21.2896
87,675429,675429.01,19.388471,122.161716,0.045111,20.62277,89.4663,0.0375,175.8,0.0821,0.2709,0.2773,0.2587,0.0785,0.2281,0.0,0.0,1e-06,131.396655,3.0,3.9,7.62,0.1485,0.1921,914.0,2,1.16,1.548,6026.0,4.14,0.045,3.614,12.2225,1.9329385885746373,19.5432,20.3985,19.7718,19.6262,19.4806,19.4925,19.6312,19.7699
88,675429,675429.02,33.658182,114.254632,0.084072,29.788255,89.2672,0.0982,304.8,0.0821,0.2709,0.2773,0.2587,0.0785,0.2281,0.0,0.0,1e-06,98.632791,2.0,12.2,14.2,0.2145,0.381,760.0,2,1.16,1.548,6026.0,4.14,0.045,3.614,12.2225,1.9329385885746373,19.5432,20.3985,19.7718,19.6262,19.4806,19.4925,19.6312,19.7699
89,692330,692330.01,14.145965,116.179084,0.060645,21.64184,88.025,0.0323,22.3,0.0843,0.2749,0.2854,0.2544,0.0821,0.2291,0.0,0.0,2e-06,109.376155,5.0,4.7,7.31,0.1112,0.7459,900.0,1,0.916,1.105,6081.0,4.32,-0.027,4.306,12.4713,2.256263261779599,20.4098,21.4173,20.7002,20.5313,20.3623,20.3558,20.4843,20.6128
90,777346,777346.01,9.474481,112.541421,0.087144,18.603565,88.915,0.0022,131.3,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,1e-06,0.0,5e-06,117.270847,7.0,5.8,9.53,0.0868,0.3523,898.0,1,0.97,1.003,5623.0,4.46,-0.306,4.855,14.043,1.8220968060633929,21.044,22.0042,21.3479,21.1842,21.0206,20.9692,21.1048,21.2404
91,890619,890619.01,2.640399,106.590268,0.058943,5.53099,86.6483,0.089,115.2,0.036,0.3094,0.2233,0.3016,0.0392,0.2612,3e-05,3e-06,8.7e-05,107.846974,26.0,6.6,10.23,0.0409,0.3234,1848.0,2,1.31,1.591,6310.0,4.18,-0.312,3.354,20.4965,2.3530853073532856,20.8372,21.7914,21.0733,20.9227,20.7721,20.7967,20.9227,21.0487
92,890619,890619.02,22.869047,126.978542,0.10785,23.326803,89.468,0.1218,327.5,0.036,0.3094,0.2233,0.3016,0.0392,0.2612,1e-06,0.0,6e-06,117.041485,3.0,10.7,18.72,0.1726,0.2166,900.0,2,1.31,1.591,6310.0,4.18,-0.312,3.354,20.4965,2.3530853073532856,20.8372,21.7914,21.0733,20.9227,20.7721,20.7967,20.9227,21.0487
93,2881040,2881040.01,24.339253,107.328803,0.27164,86.68308,89.5234,0.0069,90.0,0.0581,0.2585,0.246,0.3528,0.0448,0.2215,0.0,0.0,0.0,119.499562,3.0,14.1,7.73,0.1052,0.7211,283.0,1,0.262,0.261,3828.0,5.01,0.308,9.449,4.4596,1.05628168029905,21.9512,23.8222,22.8331,22.4433,22.0535,21.8073,21.9209,22.0344
94,2911742,2911742.01,26.144873,131.127693,0.252051,88.98884,89.8271,0.0687,322.5,0.0581,0.2585,0.246,0.3528,0.0448,0.2215,0.0,0.0,0.0,118.963688,2.0,10.1,7.45,0.1122,0.2685,281.0,1,0.275,0.271,3846.0,5.0,-0.207,9.349,4.2969,1.5101629863267263,21.9516,23.9977,22.9468,22.508,22.0691,21.8151,21.9023,21.9896
95,3520207,3520207.01,26.348459,110.668349,0.246099,86.049592,89.5749,0.0285,311.6,0.0677,0.3234,0.2363,0.3718,0.0447,0.2816,0.0,0.0,0.0,97.812214,3.0,14.5,7.78,0.1161,0.6385,289.0,1,0.3,0.29,3890.0,4.98,-0.046,9.148,4.5959,1.2407257238381213,21.8974,23.7623,22.8409,22.4139,21.9869,21.7713,21.871,21.9706
96,4215431,4215431.01,2.507423,105.94897,0.072057,12.766649,88.0091,0.0004,58.6,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,2e-06,104.695966,28.0,4.5,3.89,0.0294,0.4435,809.0,1,0.538,0.495,4198.0,4.78,-0.942,7.657,5.6014,1.7502468554726431,21.2197,22.9022,21.9784,21.6464,21.3144,21.0951,21.1873,21.2794
97,4218907,4218907.01,4.442737,108.973303,0.113226,20.499518,89.34,0.0896,61.1,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,1e-06,106.875076,15.0,9.8,5.48,0.0423,0.2361,633.0,2,0.512,0.444,4159.0,4.84,0.478,7.934,5.6837,1.7774097563155735,21.2746,23.1827,22.1789,21.793,21.4071,21.1113,21.2236,21.3359
98,4218907,4218907.02,17.248038,121.541758,0.112859,50.637207,89.1131,0.2256,176.3,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,127.715746,4.0,6.3,5.47,0.1046,0.7838,403.0,2,0.512,0.444,4159.0,4.84,0.478,7.934,5.6837,1.7774097563155735,21.2746,23.1827,22.1789,21.793,21.4071,21.1113,21.2236,21.3359
99,4228890,4228890.01,24.549987,115.753124,0.119221,64.073352,89.9175,0.0269,255.2,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,127.922241,3.0,5.6,5.77,0.1323,0.0923,358.0,1,0.512,0.444,4159.0,4.84,-0.156,7.934,5.6416,1.3401765484276589,21.257,22.8403,22.0495,21.6996,21.3496,21.1155,21.2352,21.355
100,4310662,4310662.01,69.003194,167.718112,0.162921,117.085652,89.8749,0.0406,232.7,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,201.141913,1.0,7.0,8.94,0.2739,0.2556,271.0,2,0.575,0.503,4256.0,4.79,-0.191,7.566,6.2676,1.8838703449204783,21.4419,23.2172,22.3139,21.9349,21.5559,21.2958,21.4009,21.5061
101,4310662,4310662.02,178.725508,109.005495,0.244813,220.825171,89.8638,0.0414,25.7,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,23.888872,1.0,18.6,13.43,0.5166,0.5251,197.0,2,0.575,0.503,4256.0,4.79,-0.191,7.566,6.2676,1.8838703449204783,21.4419,23.2172,22.3139,21.9349,21.5559,21.2958,21.4009,21.5061
102,4360347,4360347.01,15.794569,119.583293,0.177669,44.6596,88.7285,0.1246,8.0,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,112.924729,4.0,16.0,9.5,0.1018,0.991,437.0,3,0.563,0.49,4236.0,4.8,-0.017,7.639,5.6022,1.5929656083230903,21.2768,22.9316,22.1341,21.7524,21.3707,21.1364,21.2531,21.3697
103,4360347,4360347.02,31.345528,129.570474,0.375444,70.527749,89.8151,0.0518,338.2,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,114.859818,2.0,56.6,20.07,0.1607,0.2276,347.0,3,0.563,0.49,4236.0,4.8,-0.017,7.639,5.6022,1.5929656083230903,21.2768,22.9316,22.1341,21.7524,21.3707,21.1364,21.2531,21.3697
104,4360347,4360347.03,320.567356,142.660745,0.197161,332.294,89.8412,0.1243,160.9,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,279.021146,1.0,16.2,10.54,0.7573,0.9211,160.0,3,0.563,0.49,4236.0,4.8,-0.017,7.639,5.6022,1.5929656083230903,21.2768,22.9316,22.1341,21.7524,21.3707,21.1364,21.2531,21.3697
105,4389009,4389009.01,0.637294,105.636954,0.06917,5.068759,89.5332,0.0261,300.0,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,1.4e-05,0.0,5.2e-05,105.323739,109.0,6.1,3.89,0.0121,0.0413,1308.0,1,0.587,0.515,4276.0,4.77,-0.052,7.493,6.7671,1.8983279505604824,21.4418,23.2189,22.3433,21.9486,21.5539,21.2952,21.4029,21.5107
106,4399125,4399125.01,15.282408,111.744389,0.108041,43.688871,89.5666,0.1486,188.8,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,117.963069,5.0,6.6,5.77,0.0996,0.3305,441.0,1,0.563,0.49,4236.0,4.8,0.163,7.639,5.7754,1.5145440757796549,21.2716,22.9015,22.0447,21.7135,21.3822,21.117,21.2384,21.3598
107,4432650,4432650.01,21.041641,109.325754,0.141658,50.196833,89.013,0.1879,50.7,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,100.415492,4.0,8.9,8.39,0.1268,0.8647,419.0,1,0.613,0.543,4315.0,4.75,-0.126,7.337,6.8271,1.844878512999984,21.3024,23.0149,22.1565,21.7838,21.4111,21.1565,21.2666,21.3766
108,4434215,4434215.01,1.22835,105.358422,0.131967,7.125533,89.825,0.1665,142.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1.7e-05,0.0,8.2e-05,105.868726,57.0,19.6,8.45,0.0195,0.0218,1134.0,1,0.65,0.587,4395.0,4.7,-0.379,7.088,7.5507,1.9754350413692867,21.4637,23.2036,22.2949,21.9394,21.5839,21.3139,21.4184,21.5228
109,4445902,4445902.01,15.821791,107.360756,0.235186,39.15372,88.6653,0.1077,182.1,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,114.190485,5.0,26.6,15.06,0.1069,0.912,484.0,1,0.65,0.587,4395.0,4.7,-0.21,7.088,6.9971,2.231729035499108,21.3278,23.1867,22.2322,21.8459,21.4595,21.1739,21.2729,21.3719
110,4449385,4449385.01,2.761535,107.134543,0.153525,11.918994,86.3118,0.086,289.7,0.1271,0.3347,0.465,0.158,0.1182,0.2758,5e-06,0.0,3.2e-05,105.805418,25.0,24.7,10.06,0.0333,0.7667,964.0,1,0.646,0.601,4831.0,4.69,-0.603,6.626,7.2123,1.8904419268731647,20.8983,22.3344,21.5707,21.2715,20.9722,20.7721,20.8876,21.003
111,4449907,4449907.01,0.855972,105.71106,0.063134,5.77174,82.1456,0.0437,193.1,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,8e-06,0.0,3.3e-05,106.116038,81.0,4.7,3.88,0.0151,0.7887,1248.0,1,0.631,0.564,4355.0,4.73,0.097,7.214,8.3004,1.54915471379381,21.4051,22.982,22.1692,21.8395,21.5099,21.2523,21.3767,21.501
112,4456177,4456177.01,13.225248,112.23129,0.14617,36.832041,89.8477,0.1412,83.5,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,105.754782,5.0,10.3,8.66,0.093,0.0979,490.0,1,0.613,0.543,4315.0,4.75,-0.425,7.337,6.5784,1.8926325238263344,21.4649,23.2007,22.2767,21.9295,21.5823,21.3176,21.4211,21.5246
113,4461793,4461793.01,16.374441,106.510693,0.300416,42.141027,89.9652,0.1909,178.9,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,112.721566,5.0,71.9,17.99,0.1076,0.0256,460.0,2,0.619,0.549,4335.0,4.74,0.023,7.296,5.3591,1.3642725926454693,20.6666,22.1164,21.4088,21.0772,20.7456,20.5275,20.6572,20.787
114,4461793,4461793.02,26.277791,120.952129,0.114204,57.763482,89.7455,0.011,95.0,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,134.076492,3.0,8.7,6.84,0.1475,0.2566,393.0,2,0.619,0.549,4335.0,4.74,0.023,7.296,5.3591,1.3642725926454693,20.6666,22.1164,21.4088,21.0772,20.7456,20.5275,20.6572,20.787
115,4465456,4465456.01,2.661319,105.079807,0.127882,12.914693,89.9629,0.1293,277.8,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,1e-06,0.0,9e-06,103.779365,27.0,14.6,7.37,0.0317,0.0084,823.0,1,0.6,0.528,4295.0,4.76,0.038,7.42,6.7776,1.9092805175126848,21.2411,23.0208,22.128,21.7442,21.3604,21.0884,21.1981,21.3078
116,4476691,4476691.01,14.990608,116.951977,0.177655,40.040799,89.7292,0.2324,1.9,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,111.654702,4.0,14.5,10.52,0.1011,0.1892,470.0,2,0.613,0.543,4315.0,4.75,-0.06,7.337,6.1571,1.9342528214024453,21.2258,22.9859,22.1136,21.7263,21.339,21.0782,21.1864,21.2947
117,4476691,4476691.02,33.029116,110.568994,0.118336,67.798676,89.7963,0.058,44.0,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,94.934118,2.0,5.2,7.01,0.1712,0.241,361.0,2,0.613,0.543,4315.0,4.75,-0.06,7.337,6.1571,1.9342528214024453,21.2258,22.9859,22.1136,21.7263,21.339,21.0782,21.1864,21.2947
118,4478990,4478990.01,4.067633,106.093192,0.138414,16.652852,89.2053,0.0105,127.0,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,4e-06,108.111061,17.0,14.0,8.29,0.0425,0.231,732.0,1,0.619,0.549,4335.0,4.74,-0.362,7.296,6.9983,1.839183086265836,21.3623,23.0597,22.1699,21.8222,21.4745,21.2159,21.3232,21.4306
119,4486080,4486080.01,6.291291,109.765278,0.087887,21.818596,89.7274,0.0006,317.4,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,106.622099,11.0,4.1,5.41,0.0572,0.1038,642.0,1,0.631,0.564,4355.0,4.73,0.069,7.214,7.5335,1.8996421833882904,21.3828,23.1283,22.2371,21.8707,21.5044,21.2268,21.3391,21.4515
120,4490897,4490897.01,25.78985,129.599855,0.149546,58.017838,89.2999,0.0146,110.4,0.1464,0.3012,0.3782,0.2412,0.1185,0.2557,0.0,0.0,0.0,142.412865,2.0,7.4,8.74,0.1446,0.7089,389.0,1,0.606,0.536,4305.0,4.76,-0.346,7.378,6.9893,2.255386897654237,21.4343,23.3694,22.349,21.9613,21.5737,21.28,21.372,21.464
121,4500160,4500160.01,8.168135,113.03654,0.070174,25.966627,89.8283,0.1671,145.2,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,116.406855,8.0,3.1,4.32,0.0681,0.0778,589.0,2,0.631,0.564,4355.0,4.73,-0.069,7.214,6.4025,1.585517766698454,21.1278,22.6655,21.9091,21.5629,21.2168,20.9872,21.1091,21.231
122,4500160,4500160.02,26.071241,126.953763,0.0946,56.291316,89.0389,0.0219,19.7,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,114.261803,2.0,3.4,5.82,0.1477,0.9442,400.0,2,0.631,0.564,4355.0,4.73,-0.069,7.214,6.4025,1.585517766698454,21.1278,22.6655,21.9091,21.5629,21.2168,20.9872,21.1091,21.231
123,4501721,4501721.01,119.407014,162.772387,0.114306,152.255457,89.6363,0.0039,33.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,103.319407,1.0,5.3,7.22,0.41,0.9665,245.0,1,0.644,0.579,4385.0,4.71,-0.045,7.13,6.4324,1.7760953145809424,21.1008,22.7093,21.9131,21.5564,21.1997,20.9567,21.0739,21.1911
124,4504417,4504417.01,15.047666,111.98721,0.218598,39.022314,89.5597,0.015,199.9,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,119.376692,5.0,22.7,13.45,0.1024,0.2999,480.0,1,0.631,0.564,4355.0,4.73,-0.18,7.214,7.3251,1.8641553901555965,21.2994,22.9908,22.1334,21.7713,21.4091,21.1527,21.263,21.3734
125,4506127,4506127.01,0.968646,105.315862,0.100629,6.3979,82.0262,0.1316,11.8,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,1.4e-05,0.0,6.2e-05,104.910942,72.0,12.0,6.03,0.0163,0.8875,1180.0,3,0.619,0.549,4335.0,4.74,0.17,7.296,7.3459,2.059113923037601,21.4638,23.3304,22.3573,21.9802,21.6032,21.3,21.4064,21.5128
126,4506127,4506127.02,19.295415,112.587482,0.151605,47.014325,89.6449,0.031,174.7,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,121.85701,4.0,10.6,9.08,0.1201,0.2914,435.0,3,0.619,0.549,4335.0,4.74,0.17,7.296,7.3459,2.059113923037601,21.4638,23.3304,22.3573,21.9802,21.6032,21.3,21.4064,21.5128
127,4506127,4506127.03,29.212554,121.731753,0.167209,61.987931,89.5854,0.0153,189.1,0.1502,0.3388,0.4903,0.1575,0.1291,0.2848,0.0,0.0,0.0,136.058613,2.0,9.7,10.01,0.1583,0.4485,379.0,3,0.619,0.549,4335.0,4.74,0.17,7.296,7.3459,2.059113923037601,21.4638,23.3304,22.3573,21.9802,21.6032,21.3,21.4064,21.5128
128,4510532,4510532.01,2.740904,106.382578,0.105361,11.802289,88.9165,0.0028,358.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,1e-06,0.0,1e-05,105.017416,26.0,9.3,7.02,0.0335,0.2232,889.0,1,0.669,0.611,4436.0,4.68,0.103,6.961,8.6709,1.8685363751551125,21.4829,23.1886,22.3133,21.9578,21.6023,21.3266,21.4416,21.5567
129,4515620,4515620.01,30.939612,105.938669,0.209938,56.675951,89.3173,0.0081,338.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,90.618835,3.0,18.5,14.88,0.1713,0.6753,413.0,1,0.7,0.65,4519.0,4.65,0.06,6.747,8.4648,1.6451007086023697,21.3996,22.8831,22.1361,21.8126,21.489,21.2564,21.3817,21.507
130,4520107,4520107.01,14.104735,109.729549,0.134276,33.571097,89.9139,0.1072,282.3,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,102.884519,5.0,12.0,9.52,0.1015,0.0504,537.0,2,0.7,0.65,4519.0,4.65,-0.328,6.747,7.164,1.8921942373102416,20.9614,22.5773,21.7481,21.4078,21.0675,20.8157,20.9282,21.0407
131,4520107,4520107.02,18.494205,114.534613,0.096271,40.217279,89.0016,0.0226,29.9,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,105.519741,4.0,5.8,6.83,0.1216,0.7008,491.0,2,0.7,0.65,4519.0,4.65,-0.328,6.747,7.164,1.8921942373102416,20.9614,22.5773,21.7481,21.4078,21.0675,20.8157,20.9282,21.0407
132,4520851,4520851.01,31.608693,119.118155,0.123311,61.667148,89.5353,0.0765,150.6,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.0,0.0,0.0,133.582676,2.0,5.3,7.98,0.1701,0.5001,387.0,1,0.656,0.593,4416.0,4.7,0.133,7.046,8.2592,2.149364595565425,21.4184,23.2863,22.3206,21.9391,21.5577,21.2555,21.3606,21.4657
133,4520862,4520862.01,0.598532,105.387901,0.208613,4.195426,83.272,0.0208,53.2,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,0.000268,1.6e-05,0.000857,105.093509,117.0,67.6,14.27,0.0122,0.4915,1502.0,1,0.681,0.627,4467.0,4.67,-0.049,6.876,8.0449,1.543021209450393,21.2849,22.6904,21.992,21.6777,21.3634,21.1469,21.2755,21.4041
134,4520896,4520896.01,1.931249,105.868334,0.337078,9.090797,84.9321,0.254,208.7,0.1371,0.3446,0.496,0.1421,0.1239,0.2866,4.8e-05,0.0,0.000272,106.560553,36.0,118.4,23.31,0.0268,0.803,1025.0,1,0.688,0.634,4487.0,4.66,0.089,6.833,8.7239,2.120449384285417,21.2435,23.0399,22.1217,21.7472,21.3727,21.0857,21.1931,21.3005
